"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volkswagen Vehículos Comerciales Caddy Trendline 1.0 TSI 102CV","","Gasolina","M1","2160","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 1.4 TGI 110CV DSG GNC","","Gas natural","M1","2180","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 1.4 TGI 110CV GNC","","Gas natural","M1","2175","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 1.4 TSI 130CV","","Gasolina","M1","2200","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 1.4 TSI 130CV DSG","","Gasolina","M1","2220","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 2.0 TDI 102CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 2.0 TDI 102CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 2.0 TDI 122CV 4M","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 2.0 TDI 150CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Trendline 2.0 TDI 150CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales California 30 Aniversario 2.0 TDI 150CV DSG","","Gasóleo","M1","3000","","","",""
"Volkswagen Vehículos Comerciales California 30 Aniversario 2.0 TDI 198CV DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales California 6.1 Beach Camper 2.0 TDI 150CV DSG","","Gasóleo","M1","3000","","","",""
"Volkswagen Vehículos Comerciales California 6.1 Beach Camper 2.0 TDI 150CV DSG 4MO","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales California 6.1 Beach Camper 2.0 TDI 198CV DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales California 6.1 Beach Camper 2.0 TDI 198CV DSG 4MO","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales California 6.1 Beach Tour 2.0 198CV DSG 4MO","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales California 6.1 Beach Tour 2.0 TDI 150CV DSG","","Gasóleo","M1","3000","","","",""
"Volkswagen Vehículos Comerciales California 6.1 Beach Tour 2.0 TDI 150CV DSG 4MO","","Gasóleo","M1","3080","","","",""
