"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Fiat 500C 500C Pop 1.0 6v BSG 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Pop 1.0 6v Hybrid 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Pop 1.2 8v 51KW (69 CV)","","Gasolina","M1","905","","","",""
"Fiat 500C 500C Rock Star 1.0 6v BSG 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Rock Star 1.0 6v Hybrid 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C S 0.9 63KW (85 CV)","","Gasolina","M1","905","","","",""
"Fiat 500C 500C S 1.2 8v 51KW (69 CV)","","Gasolina","M1","905","","","",""
"Fiat 500C 500C Spiaggina 58 1.2 8v 51KW (69 CV)","","Gasolina","M1","905","","","",""
"Fiat 500C 500C Sport 1.0 6v BSG 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Sport 1.0 6v Hybrid 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Star 1.0 6v BSG 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Star 1.0 6v Hybrid 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500e 3+1 -  Icon / Passion / Business  (87kW)","","Eléctricos puros","M1","1720","14.3","87.0","313.0","42.0"
"Fiat 500e 3+1 - La Prima  (87kW)","","Eléctricos puros","M1","1720","14.6","87.0","313.0","42.0"
"Fiat 500e 500e 3+1 Icon 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e 500e 3+1 Icon 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.3","87.0","320.0","42.0"
"Fiat 500e 500e 3+1 laPrima 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.6","87.0","320.0","42.0"
"Fiat 500e 500e 3+1 laPrima by Bocelli 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.6","87.0","320.0","42.0"
"Fiat 500e 500e Action 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e 500e Cabrio Icon 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e 500e Cabrio Icon 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.7","87.0","320.0","42.0"
"Fiat 500e 500e Cabrio laPrima 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.7","87.0","320.0","42.0"
"Fiat 500e 500e Cabrio laPrima by Bocelli 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.7","87.0","320.0","42.0"
"Fiat 500e 500e Cabrio Red 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e 500e Cabrio Red 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.7","87.0","320.0","42.0"
"Fiat 500e 500e Icon 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e 500e Icon 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e 500e laPrima 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e 500e laPrima by Bocelli320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e 500e Red 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","185.0","23.8"
"Fiat 500e 500e Red 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e Berlina -  Icon / Passion / Business  (87kW)","","Eléctricos puros","M1","1690","14.0","87.0","313.0","42.0"
"Fiat 500e Berlina - Action (70kW)","","Eléctricos puros","M1","1580","13.3","70.0","185.0","23.8"
"Fiat 500e Business 70kW","","Eléctricos puros","N1","350","13.0","70.0","185.0","24.0"
"Fiat 500e Business 87kW","","Eléctricos puros","N1","350","13.1","87.0","320.0","42.0"
"Fiat 500e Cabrio - Icon / Passion / Business  (87kW)","","Eléctricos puros","M1","1730","14.7","87.0","320.0","42.0"
"Fiat 500e Fiat 500e 500e Cabrio la Prima (85kW)","","Eléctricos puros","M1","1580","14.6","87.0","320.0","42.0"
"Fiat 500e Fiat 500e 500e HB la Prima (85kW)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e MY23 500e 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e MY23 500e 3+1 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e MY23 500e 3+1 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e MY23 500e 3+1 laPrima by Bocelli 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.6","87.0","320.0","42.0"
"Fiat 500e MY23 500e 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e MY23 500e Cabrio 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e MY23 500e Cabrio 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e MY23 500e Cabrio laPrima by Bocelli 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.7","87.0","320.0","42.0"
"Fiat 500e MY23 500e Cabrio Red 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e MY23 500e Cabrio Red 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e MY23 500e laPrima by Bocelli320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500e MY23 500e Red 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e MY23 500e Red 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.0","87.0","320.0","42.0"
"Fiat 500L 500L City Cross 1.3 16v Multijet II 70 kW (95 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L City Cross 1.3 16v Multijet II 70 kW (95 CV) S&S DCT","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L City Cross 1.4 16v 70 kW (95 CV)","","Gasolina","M1","1895","","","",""
"Fiat 500L 500L City Cross 1.6 16v Multijet II 88 kW (120 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Collezione 1.3 16v Multijet II 70 kW (95 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Collezione 1.3 16v Multijet II 70 kW (95 CV) S&S DCT","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Collezione 1.4 16v 70 kW (95 CV)","","Gasolina","M1","1895","","","",""
"Fiat 500L 500L Collezione 1.6 16v Multijet II 88 kW (120 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Cross 1.3 16v Multijet II 70 kW (95 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Cross 1.3 16v Multijet II 70 kW (95 CV) S&S DCT","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Cross 1.4 16v 70 kW (95 CV)","","Gasolina","M1","1895","","","",""
"Fiat 500L 500L Cross 1.6 16v Multijet II 88 kW (120 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Red 1.3 16v Multijet 70 kW (95 CV) S&S","","Gasóleo","M1","0","","","",""
"Fiat 500L 500L Red 1.4 16v 70 kW (95 CV) S&S","","Gasolina","M1","1400","","","",""
"Fiat 500L 500L S-Design 1.3 16v Multijet II 70 kW (95 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L S-Design 1.3 16v Multijet II 70 kW (95 CV) S&S DCT","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L S-Design 1.4 16v 70 kW (95 CV)","","Gasolina","M1","1895","","","",""
"Fiat 500L 500L S-Design 1.6 16v Multijet II 88 kW (120 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Urban 1.3 16v Multijet II 70 kW (95 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Urban 1.3 16v Multijet II 70 kW (95 CV) S&S DDCT","","Gasóleo","M1","1895","","","",""
"Fiat 500L 500L Urban 1.4 16v 70 kW (95 CV)","","Gasolina","M1","1895","","","",""
"Fiat 500L 500L Urban 1.6 16v Multijet II 88 kW (120 CV) S&S","","Gasóleo","M1","1895","","","",""
"Fiat 500L Cross 1.3 16v Multijet II 70 kW (95 CV) S&S DCT MY19","","Gasóleo","M1","1430","","","",""
"Fiat 500L Cross 1.3 16v Multijet II 70 kW (95 CV) S&S MY19","","Gasóleo","M1","1420","","","",""
"Fiat 500L Cross 1.4 16v 70 kW (95 CV) S&S MY19","","Gasolina","M1","1320","","","",""
"Fiat 500L Cross 1.6 16v Multijet II 88 kW (120 CV) S&S MY19","","Gasóleo","M1","1444","","","",""
"Fiat 500L Mirror 1.3 16v Multijet II 70 kW (95 CV) S&S MY19","","Gasóleo","M1","1400","","","",""
"Fiat 500L Mirror 1.4 16v 70 kW (95 CV) S&S MY19","","Gasolina","M1","1300","","","",""
"Fiat 500L Sport 1.4 16v 70 kW (95 CV) S&S MY19","","Gasolina","M1","1320","","","",""
"Fiat 500L Sport 1.6 16v Multijet II 88 kW (120 CV) S&S MY19","","Gasóleo","M1","1444","","","",""
"Fiat 500X 120th Aniversario 1.0 Firefly T3 88KW (120 cv) S&S","","Gasolina","M1","1320","","","",""
