"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"SEAT LEON ST 1.5 TSI 96kW (130cv) St&Sp XCELLENCE","","5.7","6.8","128.0","153.0"
"SEAT LEON ST 1.5 TSI 96kW (130cv) St&Sp XCELLENCE EDITION PLUS","","5.7","6.8","128.0","153.0"
"SEAT LEON ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE","","4.7","5.3","122.0","139.0"
"SEAT LEON ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE EDITION","","4.7","5.3","122.0","139.0"
"SEAT LEON ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE EDITION con NAVI","","4.7","5.3","122.0","139.0"
"SEAT LEON ST 2.0 TDI CR 110 Kw (150cv) St&Sp FR","","4.9","5.5","128.0","144.0"
"SEAT LEON ST 2.0 TDI CR 110 Kw (150cv) St&Sp FR EDITION PLUS","","4.9","5.5","128.0","144.0"
"SEAT LEON ST 2.0 TDI CR 110 Kw (150cv) St&Sp XCELLENCE","","4.9","5.5","128.0","144.0"
"SEAT LEON ST 2.0 TDI CR 110 Kw (150cv) St&Sp XCELLENCE EDITION PLUS","","4.9","5.5","128.0","144.0"
"SEAT LEON ST 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp FR","","5.2","5.7","135.0","149.0"
"SEAT LEON ST 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp FR EDITION PLUS","","5.2","5.7","135.0","149.0"
"SEAT LEON ST 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp XCELLENCE","","5.2","5.7","135.0","149.0"
"SEAT LEON ST 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp XCELLENCE EDITION PLUS","","5.2","5.7","135.0","149.0"
"SEAT LEON ST 2.0 TDI CR 150cv St&Sp STYLE","","4.9","5.5","128.0","144.0"
"SEAT LEON ST 2.0 TDI CR 150cv St&Sp STYLE EDITION","","4.9","5.5","128.0","144.0"
"SEAT LEON ST 2.0 TDI CR 150cv St&Sp STYLE EDITION con NAVI","","4.9","5.5","128.0","144.0"
"SEAT LEON ST 2.0 TSI 213KW (290cv) DSG-7 St&Sp CUPRA","","7.4","7.9","167.0","179.0"
"SEAT LEON ST 2.0 TSI 221KW (300cv) 4Drive DSG-7 St&Sp CUPRA","","8.2","8.8","185.0","199.0"
"SEAT MII 1.0 ECOFUEL STYLE EDITION PLUS MY19","","5.7","6.0","102.0","108.0"
"SEAT MII 1.0 STYLE EDITION PLUS MY19","","5.2","5.7","118.0","127.0"
"SEAT Mii electric Mii electric 61kW","","","","",""
"SEAT Mii electric Mii Electric 61kW (83CV) s48","","14.6","14.6","",""
"SEAT Mii electric Mii electric Plus 61kW","","","","",""
"SEAT Mii electric Mii Electric Plus 61kW (83CV) s48","","14.6","14.6","",""
"SEAT NUEVO LEON ""1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE GO ""L"" s.48/2020","","5.3","6.2","120.0","140.0"
"SEAT NUEVO LEON ""1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE GO ""M"" s.48/2020","","5.3","6.2","120.0","140.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE","","5.3","6.0","120.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE","","5.3","6.0","124.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE GO","","5.3","6.0","125.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE GO","","5.3","6.0","120.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE GO MY22","","5.3","6.0","125.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE GO s.48/2020","","5.3","6.0","120.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE MY22","","5.3","6.0","124.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 66 kW (90cv) St&Sp REFERENCE s.48/2020","","5.3","6.0","120.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE","","5.3","6.0","123.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE GO","","5.3","6.0","124.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE GO","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE GO MY22","","5.3","6.0","126.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE GO s.48/2020","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE MY22","","5.3","6.0","125.0","137.0"
"SEAT NUEVO LEON 1.0 EcoTSI 81 kW (110cv) St&Sp REFERENCE s.48/2020","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE","","5.3","6.2","124.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE GO","","5.3","6.2","124.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE GO MY22","","5.3","6.2","125.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE GO s.48/2020","","5.3","6.2","120.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE MY22","","5.3","6.2","124.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE s.48/2020","","5.3","6.2","120.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE","","5.3","6.2","128.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE GO L","","5.3","6.2","128.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE GO L MY22","","5.3","6.2","129.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE GO M","","5.3","6.2","128.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE GO M MY22","","5.3","6.2","128.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE MY22","","5.3","6.2","128.0","140.0"
"SEAT NUEVO LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp XCELLENCE s.48/2020","","5.3","6.2","120.0","140.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE","","5.3","6.0","123.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE GO","","5.3","6.0","123.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE GO","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE GO MY22","","5.3","6.0","126.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE GO s.48/2020","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE LAUNCH PACK con Navegador","","5.2","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE MY22","","5.3","6.0","125.0","137.0"
"SEAT NUEVO LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE s.48/2020","","5.3","6.0","119.0","137.0"
"SEAT NUEVO LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR","","1.0","1.2","26.0","28.0"
"SEAT NUEVO LEON 1.4 e-Hybrid 150kW (204cv) DSG-6 St&Sp FR","","1.1","1.3","25.0","30.0"
"SEAT NUEVO LEON 1.4 e-Hybrid 150kW (204cv) DSG-6 St&Sp FR GO L","","1.1","1.3","25.0","30.0"
"SEAT NUEVO LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR GO L","","1.0","1.2","26.0","28.0"
"SEAT NUEVO LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR GO L MY22","","1.0","1.2","25.0","28.0"
"SEAT NUEVO LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR GO XL","","1.0","1.2","26.0","28.0"
"SEAT NUEVO LEON 1.4 e-Hybrid 150kW (204cv) DSG-6 St&Sp FR GO XL","","1.1","1.3","25.0","30.0"
"SEAT NUEVO LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR GO XL MY22","","1.0","1.2","25.0","28.0"
"SEAT NUEVO LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR MY22","","1.0","1.2","25.0","28.0"
