"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"BMW Serie 5 530e iPerformance Berlina (JA91) Auto.03/2019","","2.0","2.5","45.0","56.0"
"BMW Serie 5 530e Touring (11CG)Auto.01/2021","","1.5","1.9","35.0","43.0"
"BMW Serie 5 530e xDrive Berlina (11CH) Auto.07/2020","","1.6","2.2","36.0","50.0"
"BMW Serie 5 530e xDrive Berlina (11CH)Auto.01/2021","","1.6","2.2","36.0","50.0"
"BMW Serie 5 530e xDrive Berlina Auto.11/2019","","7.4","8.5","38.0","54.0"
"BMW Serie 5 530e xDriveT (31CG)Auto.01/2021","","1.8","2.2","41.0","50.0"
"BMW Serie 5 530i Berlina (51BH) Auto.07/2020","","6.3","7.2","143.0","164.0"
"BMW Serie 5 530i Berlina (51BH)Auto.01/2021","","6.3","7.2","143.0","164.0"
"BMW Serie 5 530i Berlina Auto.11/2019","","6.6","8.0","151.0","181.0"
"BMW Serie 5 530i Touring (31BM) Auto.07/2020","","6.5","7.5","148.0","170.0"
"BMW Serie 5 530i Touring (31BM)Auto.01/2021","","6.5","7.5","148.0","170.0"
"BMW Serie 5 530i Touring Auto.11/2019","","7.1","8.5","161.0","193.0"
"BMW Serie 5 530i xDrive (11BJ)Auto.01/2021","","6.7","7.6","152.0","172.0"
"BMW Serie 5 530i xDrive (51BM)Auto.01/2021","","7.1","7.9","161.0","180.0"
"BMW Serie 5 530i xDrive Berlina (11BJ) Auto.07/2020","","6.7","7.6","152.0","172.0"
"BMW Serie 5 530i xDrive Berlina Auto.11/2019","","7.1","8.6","162.0","195.0"
"BMW Serie 5 530i xDrive Touring (51BM) Auto.07/2020","","7.1","7.9","161.0","180.0"
"BMW Serie 5 530i xDrive Touring Auto.11/2019","","7.6","9.0","174.0","203.0"
"BMW Serie 5 540d xDrive (51AH)Auto.01/2021","","5.5","6.4","145.0","168.0"
"BMW Serie 5 540d xDrive (51AJ)Auto.01/2021","","5.8","6.6","153.0","172.0"
"BMW Serie 5 540d xDrive Berlina (51AH) Auto.07/2020","","5.5","6.4","145.0","168.0"
"BMW Serie 5 540d xDrive Berlina Auto.11/2019","","6.3","7.5","168.0","197.0"
"BMW Serie 5 540d xDrive Touring (51AJ) Auto.07/2020","","5.8","6.6","153.0","172.0"
"BMW Serie 5 540d xDrive Touring Auto.11/2019","","6.6","7.6","173.0","201.0"
"BMW Serie 5 540i Berlina (51BJ) Auto.07/2020","","7.0","8.0","160.0","182.0"
"BMW Serie 5 540i Berlina (51BJ)Auto.01/2021","","7.0","8.0","160.0","182.0"
"BMW Serie 5 540i Berlina Auto.11/2019","","7.5","8.5","170.0","194.0"
"BMW Serie 5 540i xDrive (71BM)Auto.01/2021","","7.8","8.6","177.0","195.0"
"BMW Serie 5 540i xDrive Berlina (71BJ) Auto.07/2020","","7.5","8.4","170.0","191.0"
"BMW Serie 5 540i xDrive Berlina (71BJ)Auto.01/2021","","7.5","8.4","170.0","191.0"
"BMW Serie 5 540i xDrive Berlina Auto.11/2019","","8.0","9.0","182.0","204.0"
"BMW Serie 5 540i xDrive Touring (71BM) Auto.07/2020","","7.8","8.6","177.0","195.0"
"BMW Serie 5 540i xDrive Touring Auto.11/2019","","8.4","9.3","191.0","212.0"
"BMW Serie 5 545e xDrive (31CH)Auto.01/2021","","1.6","2.2","37.0","51.0"
"BMW Serie 5 M550d xDrive Berlina Auto.11/2019","","7.1","7.7","185.0","201.0"
